subregions,years,animal_price,year_id,subregion_id
Western Europe,1969-1975,131.27,1,4
Western Europe,1969-1975,129.44,1,4
Northern Europe,1969-1975,45.53,1,2
Western Europe,1969-1975,91.49,1,4
,1969-1975,56.45,1,5
,1969-1975,90.95,1,5
,1969-1975,78.21,1,5
Western Europe,1969-1975,549.47,1,4
Northern Europe,1969-1975,152.51,1,2
Western Europe,1969-1975,652.49,1,4
Western Europe,1969-1975,68.36,1,4
Western Europe,1969-1975,69.8,1,4
Western Europe,1969-1975,85.29,1,4
Southern Europe,1969-1975,211.61,1,1
Western Europe,1969-1975,215.73,1,4
Southern Europe,1969-1975,187.75,1,1
Western Europe,1969-1975,130.77,1,4
,1969-1975,142.54,1,5
Western Europe,1969-1975,113.72,1,4
Western Europe,1969-1975,246.25,1,4
Northern Europe,1969-1975,73.97,1,2
Western Europe,1969-1975,59.22,1,4
Southern Europe,1969-1975,21.79,1,1
,1969-1975,83.25,1,5
Western Europe,1969-1975,75.44,1,4
,1969-1975,159.88,1,5
Northern Europe,1969-1975,24.52,1,2
Southern Europe,1969-1975,85.16,1,1
Northern Europe,1969-1975,70.25,1,2
Northern Europe,1969-1975,73.17,1,2
Western Europe,1969-1975,89.38,1,4
Northern Europe,1969-1975,65.75,1,2
Western Europe,1969-1975,46.0,1,4
Western Europe,1969-1975,27.07,1,4
Southern Europe,1969-1975,127.5,1,1
Western Europe,1969-1975,84.95,1,4
Northern Europe,1969-1975,11.93,1,2
Western Europe,1969-1975,156.48,1,4
Northern Europe,1969-1975,286.39,1,2
,1969-1975,70.83,1,5
Western Europe,1969-1975,50.69,1,4
Southern Europe,1969-1975,76.75,1,1
Western Europe,1969-1975,91.74,1,4
Western Europe,1969-1975,191.42,1,4
Western Europe,1969-1975,136.43,1,4
Southern Europe,1969-1975,172.2,1,1
Western Europe,1969-1975,176.79,1,4
Northern Europe,1969-1975,171.87,1,2
Western Europe,1969-1975,194.94,1,4
Western Europe,1969-1975,81.68,1,4
,1969-1975,21.37,1,5
Southern Europe,1969-1975,69.46,1,1
Western Europe,1969-1975,72.57,1,4
Southern Europe,1969-1975,106.37,1,1
Western Europe,1969-1975,12.79,1,4
Southern Europe,1969-1975,88.66,1,1
Southern Europe,1969-1975,79.89,1,1
Northern Europe,1969-1975,36.37,1,2
Northern Europe,1969-1975,47.16,1,2
Northern Europe,1969-1975,109.3,1,2
Western Europe,1969-1975,78.28,1,4
Northern Europe,1969-1975,117.18,1,2
Northern Europe,1969-1975,11.36,1,2
,1969-1975,66.82,1,5
Western Europe,1969-1975,170.09,1,4
Northern Europe,1969-1975,209.42,1,2
Western Europe,1969-1975,183.84,1,4
,1969-1975,102.81,1,5
Western Europe,1969-1975,91.07,1,4
Western Europe,1969-1975,153.82,1,4
Western Europe,1969-1975,5.5,1,4
Southern Europe,1969-1975,171.26,1,1
Northern Europe,1969-1975,14.19,1,2
Northern Europe,1969-1975,58.13,1,2
Northern Europe,1969-1975,76.18,1,2
Northern Europe,1969-1975,94.53,1,2
Northern Europe,1969-1975,27.83,1,2
Northern Europe,1969-1975,121.44,1,2
Western Europe,1969-1975,95.7,1,4
Western Europe,1969-1975,125.7,1,4
,1969-1975,81.3,1,5
Northern Europe,1969-1975,130.87,1,2
,1969-1975,122.04,1,5
Western Europe,1969-1975,218.36,1,4
Northern Europe,1969-1975,60.28,1,2
Western Europe,1969-1975,98.36,1,4
Western Europe,1969-1975,12.14,1,4
,1969-1975,95.87,1,5
Western Europe,1969-1975,132.01,1,4
Northern Europe,1969-1975,10.14,1,2
Western Europe,1969-1975,186.66,1,4
Southern Europe,1969-1975,263.43,1,1
Western Europe,1969-1975,69.81,1,4
Western Europe,1969-1975,176.79,1,4
Western Europe,1969-1975,96.88,1,4
Northern Europe,1969-1975,94.9,1,2
Western Europe,1969-1975,138.99,1,4
,1969-1975,77.48,1,5
Southern Europe,1969-1975,55.8,1,1
Southern Europe,1969-1975,16.03,1,1
Western Europe,1969-1975,97.91,1,4
Western Europe,1969-1975,64.09,1,4
Western Europe,1969-1975,13.44,1,4
,1969-1975,101.54,1,5
Northern Europe,1969-1975,102.17,1,2
Western Europe,1969-1975,60.41,1,4
Western Europe,1969-1975,90.28,1,4
Western Europe,1969-1975,119.68,1,4
Western Europe,1969-1975,170.62,1,4
Southern Europe,1969-1975,117.19,1,1
Western Europe,1969-1975,13.43,1,4
Western Europe,1969-1975,206.7,1,4
Southern Europe,1969-1975,304.15,1,1
Western Europe,1969-1975,319.77,1,4
Western Europe,1969-1975,86.02,1,4
,1969-1975,13.94,1,5
Western Europe,1969-1975,166.85,1,4
Western Europe,1969-1975,76.66,1,4
,1969-1975,13.58,1,5
Western Europe,1969-1975,99.59,1,4
Western Europe,1969-1975,315.34,1,4
Western Europe,1969-1975,96.61,1,4
Northern Europe,1969-1975,51.58,1,2
,1969-1975,74.74,1,5
Southern Europe,1969-1975,116.64,1,1
Southern Europe,1969-1975,104.01,1,1
Western Europe,1969-1975,209.4,1,4
Western Europe,1969-1975,118.98,1,4
Northern Europe,1969-1975,11.16,1,2
,1969-1975,122.2,1,5
Southern Europe,1969-1975,66.9,1,1
Western Europe,1969-1975,174.57,1,4
Western Europe,1969-1975,76.1,1,4
Northern Europe,1969-1975,58.45,1,2
Southern Europe,1969-1975,97.42,1,1
Western Europe,1969-1975,61.58,1,4
Southern Europe,1969-1975,118.52,1,1
Western Europe,1969-1975,12.31,1,4
Western Europe,1969-1975,142.01,1,4
Western Europe,1969-1975,5.73,1,4
Western Europe,1969-1975,91.17,1,4
Western Europe,1969-1975,3.44,1,4
Western Europe,1969-1975,108.9,1,4
Western Europe,1969-1975,14.19,1,4
,1969-1975,160.2,1,5
Northern Europe,1969-1975,103.87,1,2
Western Europe,1969-1975,119.75,1,4
Southern Europe,1969-1975,203.12,1,1
,1969-1975,194.86,1,5
Western Europe,1969-1975,115.05,1,4
Western Europe,1969-1975,99.93,1,4
Southern Europe,1969-1975,449.64,1,1
Northern Europe,1969-1975,12.95,1,2
Western Europe,1969-1975,131.49,1,4
Southern Europe,1969-1975,179.3,1,1
Western Europe,1969-1975,13.01,1,4
Western Europe,1969-1975,14.45,1,4
Western Europe,1969-1975,61.33,1,4
Western Europe,1969-1975,83.26,1,4
Northern Europe,1969-1975,154.94,1,2
Southern Europe,1969-1975,112.42,1,1
Western Europe,1969-1975,99.36,1,4
Northern Europe,1969-1975,84.8,1,2
Western Europe,1969-1975,157.17,1,4
Northern Europe,1969-1975,68.0,1,2
Southern Europe,1969-1975,172.39,1,1
,1969-1975,148.97,1,5
Southern Europe,1969-1975,60.81,1,1
,1969-1975,61.25,1,5
Northern Europe,1969-1975,16.28,1,2
Northern Europe,1969-1975,169.78,1,2
Southern Europe,1969-1975,69.02,1,1
Western Europe,1969-1975,202.66,1,4
Southern Europe,1969-1975,128.03,1,1
Northern Europe,1969-1975,322.13,1,2
Western Europe,1969-1975,171.51,1,4
,1969-1975,174.81,1,5
Northern Europe,1969-1975,11.95,1,2
Western Europe,1969-1975,14.52,1,4
Western Europe,1969-1975,62.58,1,4
Western Europe,1969-1975,138.26,1,4
Western Europe,1969-1975,120.35,1,4
Western Europe,1969-1975,14.33,1,4
Western Europe,1969-1975,50.5,1,4
Northern Europe,1969-1975,142.39,1,2
Western Europe,1969-1975,101.99,1,4
Western Europe,1969-1975,16.53,1,4
Northern Europe,1969-1975,15.44,1,2
Western Europe,1969-1975,164.7,1,4
Northern Europe,1969-1975,70.29,1,2
,1969-1975,143.86,1,5
,1969-1975,133.02,1,5
Northern Europe,1969-1975,180.8,1,2
Western Europe,1969-1975,180.04,1,4
Southern Europe,1969-1975,438.7,1,1
Western Europe,1969-1975,104.38,1,4
Western Europe,1969-1975,621.11,1,4
Northern Europe,1969-1975,104.26,1,2
,1969-1975,84.85,1,5
Southern Europe,1969-1975,191.16,1,1
Southern Europe,1969-1975,107.0,1,1
Northern Europe,1969-1975,583.07,1,2
Western Europe,1969-1975,140.45,1,4
Northern Europe,1969-1975,148.21,1,2
Western Europe,1969-1975,219.02,1,4
Southern Europe,1969-1975,293.28,1,1
Western Europe,1969-1975,90.61,1,4
Western Europe,1969-1975,191.36,1,4
,1969-1975,15.16,1,5
Western Europe,1969-1975,166.75,1,4
,1969-1975,53.59,1,5
,1969-1975,144.76,1,5
,1969-1975,570.03,1,5
Southern Europe,1969-1975,17.62,1,1
Western Europe,1969-1975,653.45,1,4
Western Europe,1969-1975,101.91,1,4
Southern Europe,1969-1975,141.79,1,1
Northern Europe,1969-1975,13.09,1,2
Western Europe,1969-1975,165.17,1,4
Western Europe,1969-1975,76.41,1,4
Southern Europe,1969-1975,85.53,1,1
Northern Europe,1969-1975,153.43,1,2
Western Europe,1969-1975,195.89,1,4
Southern Europe,1969-1975,752.29,1,1
Western Europe,1969-1975,93.86,1,4
Western Europe,1969-1975,91.96,1,4
Northern Europe,1969-1975,194.67,1,2
Southern Europe,1969-1975,260.39,1,1
Northern Europe,1969-1975,108.81,1,2
Southern Europe,1969-1975,150.96,1,1
Western Europe,1969-1975,15.49,1,4
Western Europe,1969-1975,124.83,1,4
Western Europe,1969-1975,75.0,1,4
Northern Europe,1969-1975,212.98,1,2
Western Europe,1969-1975,3.03,1,4
Western Europe,1969-1975,229.83,1,4
Northern Europe,1969-1975,4.16,1,2
Southern Europe,1969-1975,259.0,1,1
Western Europe,1969-1975,168.47,1,4
,1969-1975,83.29,1,5
Southern Europe,1969-1975,4.19,1,1
Western Europe,1969-1975,57.39,1,4
Western Europe,1969-1975,151.21,1,4
Northern Europe,1969-1975,86.21,1,2
Western Europe,1969-1975,117.23,1,4
Western Europe,1969-1975,184.3,1,4
Western Europe,1969-1975,122.65,1,4
Southern Europe,1969-1975,23.75,1,1
,1969-1975,218.22,1,5
Western Europe,1969-1975,4.63,1,4
Western Europe,1969-1975,63.88,1,4
Western Europe,1969-1975,5.43,1,4
Western Europe,1969-1975,235.78,1,4
Southern Europe,1969-1975,128.45,1,1
Western Europe,1969-1975,159.89,1,4
Southern Europe,1969-1975,246.35,1,1
Northern Europe,1969-1975,3.27,1,2
Western Europe,1969-1975,5.38,1,4
Southern Europe,1969-1975,146.18,1,1
Southern Europe,1969-1975,44.09,1,1
Western Europe,1969-1975,14.44,1,4
Southern Europe,1969-1975,213.28,1,1
Northern Europe,1969-1975,107.48,1,2
Northern Europe,1969-1975,115.83,1,2
Western Europe,1969-1975,131.5,1,4
Southern Europe,1969-1975,101.91,1,1
Western Europe,1969-1975,144.97,1,4
Western Europe,1969-1975,3.32,1,4
Southern Europe,1969-1975,118.42,1,1
Southern Europe,1969-1975,91.63,1,1
Northern Europe,1969-1975,14.18,1,2
Western Europe,1969-1975,360.01,1,4
Western Europe,1969-1975,251.35,1,4
Western Europe,1969-1975,150.4,1,4
Southern Europe,1969-1975,133.28,1,1
Western Europe,1969-1975,16.23,1,4
Southern Europe,1969-1975,4.14,1,1
Western Europe,1969-1975,13.46,1,4
Western Europe,1969-1975,128.38,1,4
Western Europe,1969-1975,121.77,1,4
Northern Europe,1969-1975,32.12,1,2
Western Europe,1969-1975,89.67,1,4
Southern Europe,1969-1975,25.8,1,1
Western Europe,1969-1975,67.11,1,4
Western Europe,1969-1975,14.51,1,4
Northern Europe,1969-1975,82.13,1,2
Northern Europe,1969-1975,25.42,1,2
Western Europe,1969-1975,72.38,1,4
,1969-1975,15.64,1,5
,1969-1975,159.81,1,5
Southern Europe,1969-1975,170.8,1,1
Western Europe,1969-1975,14.52,1,4
Southern Europe,1969-1975,127.11,1,1
Southern Europe,1969-1975,232.64,1,1
,1969-1975,94.74,1,5
Western Europe,1969-1975,204.54,1,4
Northern Europe,1969-1975,58.52,1,2
Western Europe,1969-1975,155.77,1,4
Southern Europe,1969-1975,82.35,1,1
,1969-1975,24.13,1,5
Western Europe,1969-1975,68.87,1,4
Southern Europe,1969-1975,75.89,1,1
Western Europe,1969-1975,97.06,1,4
Southern Europe,1969-1975,17.79,1,1
Southern Europe,1969-1975,288.74,1,1
Western Europe,1969-1975,224.09,1,4
Southern Europe,1969-1975,194.36,1,1
Western Europe,1969-1975,32.06,1,4
Western Europe,1969-1975,192.57,1,4
Southern Europe,1969-1975,23.48,1,1
Southern Europe,1969-1975,71.76,1,1
Western Europe,1969-1975,136.49,1,4
Southern Europe,1969-1975,96.61,1,1
Northern Europe,1969-1975,146.21,1,2
Western Europe,1969-1975,100.4,1,4
Northern Europe,1969-1975,50.96,1,2
Northern Europe,1969-1975,65.77,1,2
Southern Europe,1969-1975,44.91,1,1
,1969-1975,3.27,1,5
,1969-1975,88.33,1,5
Southern Europe,1969-1975,100.29,1,1
Northern Europe,1969-1975,103.05,1,2
Northern Europe,1969-1975,147.42,1,2
Western Europe,1969-1975,243.0,1,4
Western Europe,1969-1975,218.06,1,4
Southern Europe,1969-1975,96.97,1,1
Southern Europe,1969-1975,61.89,1,1
Southern Europe,1969-1975,95.81,1,1
Northern Europe,1969-1975,134.69,1,2
,1969-1975,79.43,1,5
Southern Europe,1969-1975,156.54,1,1
Western Europe,1969-1975,55.08,1,4
Western Europe,1969-1975,135.17,1,4
Northern Europe,1969-1975,83.39,1,2
Northern Europe,1969-1975,28.64,1,2
Northern Europe,1969-1975,13.25,1,2
Northern Europe,1969-1975,12.33,1,2
,1969-1975,196.5,1,5
Western Europe,1969-1975,225.29,1,4
Northern Europe,1969-1975,66.28,1,2
Western Europe,1969-1975,103.73,1,4
Southern Europe,1969-1975,143.71,1,1
Northern Europe,1969-1975,45.32,1,2
Western Europe,1969-1975,77.91,1,4
Southern Europe,1969-1975,229.58,1,1
Northern Europe,1969-1975,70.64,1,2
Western Europe,1969-1975,79.29,1,4
Northern Europe,1969-1975,172.71,1,2
Western Europe,1969-1975,230.43,1,4
Southern Europe,1969-1975,575.85,1,1
Southern Europe,1969-1975,93.27,1,1
Western Europe,1969-1975,65.14,1,4
Southern Europe,1969-1975,162.65,1,1
Western Europe,1969-1975,106.78,1,4
Southern Europe,1969-1975,75.12,1,1
Western Europe,1969-1975,102.61,1,4
Northern Europe,1969-1975,71.7,1,2
Western Europe,1969-1975,109.59,1,4
Western Europe,1969-1975,286.66,1,4
,1969-1975,104.31,1,5
Western Europe,1969-1975,119.08,1,4
,1969-1975,102.14,1,5
,1969-1975,168.01,1,5
,1969-1975,117.32,1,5
Southern Europe,1969-1975,116.04,1,1
Southern Europe,1969-1975,69.15,1,1
Northern Europe,1969-1975,56.05,1,2
Southern Europe,1969-1975,105.12,1,1
Northern Europe,1969-1975,74.58,1,2
Western Europe,1969-1975,114.35,1,4
,1969-1975,88.07,1,5
Northern Europe,1969-1975,247.81,1,2
Western Europe,1969-1975,163.56,1,4
Southern Europe,1969-1975,111.13,1,1
Northern Europe,1969-1975,80.03,1,2
Northern Europe,1969-1975,81.57,1,2
Southern Europe,1969-1975,128.26,1,1
Western Europe,1969-1975,94.69,1,4
Western Europe,1969-1975,118.76,1,4
,1969-1975,79.75,1,5
Northern Europe,1969-1975,37.89,1,2
Western Europe,1969-1975,108.93,1,4
,1969-1975,109.51,1,5
Western Europe,1969-1975,92.68,1,4
Western Europe,1969-1975,102.66,1,4
Western Europe,1969-1975,87.82,1,4
,1969-1975,281.67,1,5
Western Europe,1969-1975,111.29,1,4
Western Europe,1969-1975,88.39,1,4
Northern Europe,1969-1975,62.76,1,2
Western Europe,1969-1975,129.89,1,4
Western Europe,1969-1975,96.49,1,4
Northern Europe,1969-1975,33.69,1,2
Western Europe,1969-1975,85.2,1,4
Western Europe,1969-1975,87.49,1,4
,1969-1975,368.11,1,5
Western Europe,1969-1975,722.75,1,4
Western Europe,1969-1975,83.02,1,4
Western Europe,1969-1975,158.53,1,4
Southern Europe,1969-1975,124.06,1,1
Western Europe,1969-1975,159.52,1,4
Southern Europe,1969-1975,100.94,1,1
Western Europe,1969-1975,215.63,1,4
Northern Europe,1969-1975,46.28,1,2
Western Europe,1969-1975,112.05,1,4
Northern Europe,1969-1975,88.17,1,2
Western Europe,1969-1975,114.11,1,4
,1969-1975,91.07,1,5
Western Europe,1969-1975,71.14,1,4
Northern Europe,1969-1975,45.36,1,2
Western Europe,1969-1975,75.35,1,4
Northern Europe,1969-1975,54.05,1,2
Northern Europe,1969-1975,68.3,1,2
Western Europe,1969-1975,97.07,1,4
Western Europe,1969-1975,135.68,1,4
Western Europe,1969-1975,246.46,1,4
Northern Europe,1969-1975,89.85,1,2
Northern Europe,1969-1975,103.33,1,2
,1969-1975,106.96,1,5
Western Europe,1969-1975,276.83,1,4
Northern Europe,1969-1975,103.61,1,2
Western Europe,1969-1975,113.04,1,4
Northern Europe,1969-1975,63.5,1,2
Western Europe,1969-1975,184.53,1,4
Southern Europe,1969-1975,177.38,1,1
Southern Europe,1969-1975,264.23,1,1
Western Europe,1969-1975,118.76,1,4
Western Europe,1969-1975,380.07,1,4
Western Europe,1969-1975,89.97,1,4
Western Europe,1976-1980,57.75,2,4
Western Europe,1976-1980,193.57,2,4
Western Europe,1976-1980,106.27,2,4
Western Europe,1976-1980,142.86,2,4
Northern Europe,1976-1980,88.37,2,2
,1976-1980,177.32,2,5
Western Europe,1976-1980,66.79,2,4
Southern Europe,1976-1980,99.79,2,1
Western Europe,1976-1980,90.57,2,4
Northern Europe,1976-1980,95.39,2,2
Western Europe,1976-1980,229.38,2,4
Southern Europe,1976-1980,62.51,2,1
Western Europe,1976-1980,147.76,2,4
Western Europe,1976-1980,159.03,2,4
Northern Europe,1976-1980,118.9,2,2
Southern Europe,1976-1980,216.4,2,1
Southern Europe,1976-1980,360.04,2,1
Western Europe,1976-1980,16.14,2,4
Western Europe,1976-1980,96.72,2,4
Northern Europe,1976-1980,12.46,2,2
,1976-1980,100.74,2,5
Northern Europe,1976-1980,149.52,2,2
Western Europe,1976-1980,145.56,2,4
Western Europe,1976-1980,78.67,2,4
,1976-1980,190.18,2,5
Northern Europe,1976-1980,13.88,2,2
Northern Europe,1976-1980,155.06,2,2
Northern Europe,1976-1980,58.37,2,2
,1976-1980,17.04,2,5
Western Europe,1976-1980,143.0,2,4
Southern Europe,1976-1980,143.7,2,1
Northern Europe,1976-1980,107.69,2,2
Southern Europe,1976-1980,137.56,2,1
Western Europe,1976-1980,98.49,2,4
Western Europe,1976-1980,137.14,2,4
Southern Europe,1976-1980,76.84,2,1
Western Europe,1976-1980,122.62,2,4
Southern Europe,1976-1980,134.86,2,1
Western Europe,1976-1980,156.91,2,4
Western Europe,1976-1980,202.1,2,4
Northern Europe,1976-1980,35.94,2,2
Western Europe,1976-1980,179.1,2,4
Western Europe,1976-1980,14.92,2,4
Northern Europe,1976-1980,139.46,2,2
Southern Europe,1976-1980,296.68,2,1
Western Europe,1976-1980,16.72,2,4
Northern Europe,1976-1980,16.56,2,2
Southern Europe,1976-1980,94.13,2,1
Western Europe,1976-1980,18.65,2,4
Northern Europe,1976-1980,58.56,2,2
Western Europe,1976-1980,16.54,2,4
Southern Europe,1976-1980,98.99,2,1
Southern Europe,1976-1980,597.93,2,1
Southern Europe,1976-1980,129.72,2,1
Western Europe,1976-1980,150.35,2,4
Western Europe,1976-1980,387.47,2,4
,1976-1980,92.55,2,5
Western Europe,1976-1980,77.61,2,4
Northern Europe,1976-1980,83.72,2,2
Western Europe,1976-1980,273.49,2,4
Southern Europe,1976-1980,143.42,2,1
Western Europe,1976-1980,211.69,2,4
Southern Europe,1976-1980,190.97,2,1
Northern Europe,1976-1980,87.13,2,2
Northern Europe,1976-1980,64.95,2,2
Western Europe,1976-1980,436.16,2,4
Western Europe,1976-1980,78.3,2,4
Northern Europe,1976-1980,167.86,2,2
Southern Europe,1976-1980,44.75,2,1
Southern Europe,1976-1980,171.88,2,1
Western Europe,1976-1980,120.05,2,4
,1976-1980,178.67,2,5
Southern Europe,1976-1980,188.35,2,1
Northern Europe,1976-1980,214.82,2,2
Western Europe,1976-1980,119.93,2,4
Southern Europe,1976-1980,81.71,2,1
Northern Europe,1976-1980,211.19,2,2
Northern Europe,1976-1980,155.57,2,2
Southern Europe,1976-1980,202.62,2,1
Southern Europe,1976-1980,164.08,2,1
,1976-1980,155.56,2,5
Southern Europe,1976-1980,125.4,2,1
Southern Europe,1976-1980,145.31,2,1
Northern Europe,1976-1980,79.72,2,2
Northern Europe,1976-1980,87.07,2,2
Western Europe,1976-1980,172.45,2,4
Western Europe,1976-1980,126.46,2,4
Western Europe,1976-1980,156.97,2,4
Northern Europe,1976-1980,102.04,2,2
Western Europe,1976-1980,123.89,2,4
Western Europe,1976-1980,145.37,2,4
,1976-1980,119.93,2,5
Western Europe,1976-1980,224.51,2,4
Western Europe,1976-1980,240.79,2,4
Western Europe,1976-1980,179.01,2,4
Western Europe,1976-1980,102.23,2,4
Western Europe,1976-1980,110.09,2,4
Western Europe,1976-1980,212.54,2,4
Western Europe,1976-1980,220.08,2,4
Northern Europe,1976-1980,85.25,2,2
Northern Europe,1976-1980,86.7,2,2
Western Europe,1976-1980,113.45,2,4
Western Europe,1976-1980,176.77,2,4
Western Europe,1976-1980,120.76,2,4
,1976-1980,116.27,2,5
Northern Europe,1976-1980,173.03,2,2
Western Europe,1976-1980,104.9,2,4
Northern Europe,1976-1980,111.54,2,2
Western Europe,1976-1980,199.97,2,4
Western Europe,1976-1980,105.96,2,4
Western Europe,1976-1980,169.13,2,4
,1976-1980,62.37,2,5
Southern Europe,1976-1980,106.71,2,1
Western Europe,1976-1980,117.52,2,4
Southern Europe,1976-1980,149.4,2,1
,1976-1980,159.04,2,5
Southern Europe,1976-1980,105.52,2,1
Western Europe,1976-1980,194.95,2,4
Western Europe,1976-1980,97.3,2,4
Western Europe,1976-1980,201.24,2,4
Western Europe,1976-1980,91.86,2,4
Northern Europe,1976-1980,65.9,2,2
Southern Europe,1976-1980,91.87,2,1
Southern Europe,1976-1980,80.51,2,1
Northern Europe,1976-1980,342.5,2,2
Northern Europe,1976-1980,189.3,2,2
Northern Europe,1976-1980,59.9,2,2
Southern Europe,1976-1980,168.83,2,1
Southern Europe,1976-1980,298.66,2,1
Western Europe,1976-1980,67.48,2,4
Northern Europe,1976-1980,93.76,2,2
Northern Europe,1976-1980,149.66,2,2
Western Europe,1976-1980,93.92,2,4
Western Europe,1976-1980,73.48,2,4
Southern Europe,1976-1980,283.97,2,1
Western Europe,1976-1980,94.1,2,4
Western Europe,1976-1980,206.67,2,4
Western Europe,1976-1980,82.46,2,4
Southern Europe,1976-1980,92.35,2,1
,1976-1980,192.21,2,5
Northern Europe,1976-1980,68.18,2,2
,1976-1980,105.24,2,5
,1976-1980,131.94,2,5
Western Europe,1976-1980,162.59,2,4
Southern Europe,1976-1980,220.41,2,1
Northern Europe,1976-1980,60.88,2,2
Western Europe,1976-1980,69.97,2,4
Southern Europe,1976-1980,264.74,2,1
,1976-1980,169.87,2,5
Southern Europe,1976-1980,69.37,2,1
Western Europe,1976-1980,116.09,2,4
Northern Europe,1976-1980,116.62,2,2
Northern Europe,1976-1980,165.13,2,2
Northern Europe,1976-1980,239.29,2,2
Western Europe,1976-1980,96.84,2,4
Northern Europe,1976-1980,4.58,2,2
Southern Europe,1976-1980,280.96,2,1
Western Europe,1976-1980,176.06,2,4
Western Europe,1976-1980,4.09,2,4
Western Europe,1976-1980,126.57,2,4
Southern Europe,1976-1980,4.74,2,1
Northern Europe,1976-1980,234.81,2,2
Western Europe,1976-1980,268.86,2,4
Western Europe,1976-1980,110.55,2,4
Northern Europe,1976-1980,87.39,2,2
Southern Europe,1976-1980,115.88,2,1
Northern Europe,1976-1980,417.52,2,2
Southern Europe,1976-1980,4.82,2,1
,1976-1980,643.96,2,5
Western Europe,1976-1980,250.43,2,4
Southern Europe,1976-1980,150.27,2,1
,1976-1980,4.26,2,5
Western Europe,1976-1980,119.73,2,4
Western Europe,1976-1980,5.24,2,4
Western Europe,1976-1980,272.92,2,4
,1976-1980,121.38,2,5
Western Europe,1976-1980,103.37,2,4
Western Europe,1976-1980,166.01,2,4
Western Europe,1976-1980,6.04,2,4
Southern Europe,1976-1980,99.93,2,1
,1976-1980,249.33,2,5
Southern Europe,1976-1980,23.36,2,1
Northern Europe,1976-1980,49.41,2,2
Western Europe,1976-1980,262.04,2,4
Northern Europe,1976-1980,4.23,2,2
Southern Europe,1976-1980,165.0,2,1
Northern Europe,1976-1980,105.89,2,2
